,id,长度,句数,被动,总词数,连副词
4669,1207401730.txt,43046,431,3,21547,616
4670,1200804211.txt,20070,235,7,10646,385
4671,1203240991.txt,13000,144,0,6750,267
4672,59171537.txt,16137,161,0,7755,333
4673,1202231357.txt,2157,32,0,1170,49
4674,60762734.txt,8275,99,0,4236,173
4675,63730470.txt,8787,152,2,4635,161
4676,1202039189.txt,8902,127,4,4708,181
4677,1206655539.txt,15456,222,2,7447,290
4678,1213042769.txt,25633,245,2,13306,483
4679,1213140841.txt,35365,320,1,18299,629
4680,1202186288.txt,0,0,0,0,0
4681,60901460.txt,6403,82,3,3484,196
4682,1203216998.txt,32210,393,8,15349,596
4683,1202265334.txt,10135,120,0,5065,159
4684,1202155961.txt,14976,157,4,7483,349
4685,1203359990.txt,11533,119,0,4703,200
4686,60684382.txt,21028,202,6,11049,459
4687,1203240270.txt,13386,146,3,7262,333
4688,1203051804.txt,13441,130,0,5775,235
4689,1214436255.txt,24795,243,1,12232,396
4690,60932133.txt,6978,61,0,3558,140
4691,1205903842.txt,5213,70,1,2793,125
4692,1212748169.txt,62365,570,10,30937,937
4693,63719231.txt,9860,86,0,4659,138
4694,63718521.txt,17565,196,7,8165,261
4695,62350327.txt,8089,92,0,4095,192
4696,1213213278.txt,4548,45,1,2370,114
4697,57819241.txt,4431,59,0,2381,116
4698,1212942431.txt,29004,277,2,15006,445
4699,1200774195.txt,7102,120,4,3737,152
4700,1205921035.txt,11723,140,0,6076,244
4701,1209439871.txt,68255,659,8,32707,960
4702,59235960.txt,5528,55,1,2901,99
4703,1206110303.txt,4046,44,0,2074,75
4704,1206059031.txt,14723,188,1,7603,313
4705,1213107001.txt,11909,109,0,5416,196
4706,1212899354.txt,0,0,0,0,0
4707,63885493.txt,9511,53,3,3726,129
4708,1200839313.txt,28788,237,2,12340,377
4709,1207430639.txt,17746,187,1,8579,333
4710,62313658.txt,4702,51,1,2542,99
4711,1200784817.txt,7463,116,1,3919,122
4712,1209826485.txt,37800,310,4,18090,550
4713,1203378208.txt,70370,498,9,26560,843
4714,1212745102.txt,57105,378,2,27978,833
4715,1212625889.txt,5855,64,1,3158,113
4716,1207690541.txt,6901,104,3,3705,162
4717,1206049128.txt,0,0,0,0,0
4718,37510746.txt,11572,108,4,5708,202
4719,60763630.txt,6846,93,4,3425,175
4720,1203223811.txt,9945,124,0,5125,202
4721,1207666446.txt,16679,183,0,8684,327
4722,1206103073.txt,52484,478,10,25753,924
4723,62297263.txt,6464,63,1,3429,141
4724,1213621837.txt,47618,423,33,24251,811
4725,1213106374.txt,10795,121,4,5478,214
4726,1207636890.txt,9623,99,1,4682,184
4727,1206059225.txt,13214,106,9,6731,199
4728,1203196406.txt,4900,62,0,2583,100
4729,1203701422.txt,26235,373,1,13083,490
4730,57836781.txt,21845,224,5,10114,359
4731,1213013811.txt,8748,56,2,3328,76
4732,57737152.txt,4364,60,0,2318,112
4733,1207436611.txt,62327,504,13,29819,914
4734,1213270481.txt,32123,337,3,16680,601
4735,1200717833.txt,10131,164,2,5292,210
4736,1204506183.txt,8443,86,2,4006,140
4737,1203235255.txt,405,4,0,197,8
4738,63588474.txt,8531,102,0,4435,166
4739,63889564.txt,20820,207,5,8389,332
4740,1205946742.txt,6604,80,0,3536,166
4741,63840186.txt,0,0,0,0,0
4742,1202075911.txt,7914,87,3,3846,169
4743,22962220.txt,2624,36,0,1479,91
4744,1206058355.txt,6553,51,3,3395,133
4745,62297688.txt,23329,250,5,11146,447
4746,1209794970.txt,15738,171,0,8179,327
4747,1206124915.txt,6149,78,0,3358,164
4748,1209486821.txt,0,0,0,0,0
4749,63742908.txt,12828,118,5,5466,199
4750,1204550711.txt,46560,517,10,23182,688
4751,1207614350.txt,35506,320,5,15920,591
4752,62438582.txt,47482,302,8,21079,698
4753,1213175134.txt,54836,617,8,27407,781
4754,1204806753.txt,5706,54,1,2495,96
4755,1212973589.txt,22993,194,1,8676,328
4756,50271763.txt,6409,53,0,2950,98
4757,1209491551.txt,48826,370,5,24804,789
4758,1203692991.txt,37408,322,2,18004,678
4759,1203314692.txt,38923,373,3,20026,718
4760,1203382880.txt,13607,159,2,6555,271
4761,59207278.txt,6159,69,1,2958,145
4762,62318495.txt,12403,99,3,4861,140
4763,1209478126.txt,15509,138,0,6858,184
4764,1206011094.txt,6248,75,0,3170,131
4765,1212652174.txt,0,0,0,0,0
4766,1206123590.txt,4480,46,1,2433,105
4767,51787733.txt,5017,77,0,2655,97
4768,63716060.txt,5298,59,1,2653,141
4769,1200760383.txt,48424,541,11,23969,676
4770,1202224914.txt,10016,91,0,4657,200
4771,1202227053.txt,10357,111,4,5125,195
4772,1202093693.txt,0,0,0,0,0
4773,1202180455.txt,26783,187,0,8889,287
4774,1203378564.txt,15434,123,2,6913,246
4775,1205967215.txt,10199,93,3,5047,189
4776,1202230601.txt,5032,61,0,2790,115
4777,1209689181.txt,18088,178,10,9101,342
4778,1212838962.txt,27808,272,2,13572,382
4779,1202274199.txt,33611,268,4,16047,518
4780,1214527112.txt,36462,346,1,18355,504
4781,63685805.txt,19407,170,3,8184,248
4782,1203227426.txt,6291,68,5,2916,110
4783,1208613592.txt,9264,73,2,3967,125
4784,1204647380.txt,10992,114,0,5874,243
4785,1204797535.txt,7789,93,0,4225,173
4786,1212914443.txt,24720,260,5,12397,446
4787,63933083.txt,3408,29,0,1539,58
4788,59198553.txt,5927,80,0,3245,144
4789,1200812458.txt,4495,52,1,2442,79
4790,62377082.txt,4360,52,2,2278,109
4791,1206054954.txt,44111,434,7,21077,629
4792,1203188549.txt,58966,603,4,30173,1370
4793,1202051933.txt,33818,389,14,15575,448
4794,1213177233.txt,17112,146,5,6972,271
4795,1200811059.txt,11005,125,2,5589,185
4796,60830768.txt,3252,34,0,1506,59
4797,1207448221.txt,31477,314,3,15447,431
4798,1213178293.txt,26794,226,3,14044,488
4799,63751524.txt,32352,305,4,14426,425
4800,1203386151.txt,13915,125,2,6109,233
4801,1202084049.txt,32057,396,7,16083,555
4802,1209870198.txt,7178,93,2,3921,191
4803,1203311333.txt,8756,117,2,4427,183
4804,63885719.txt,8523,117,2,4373,175
4805,1204625769.txt,20815,237,2,10479,429
4806,1207492369.txt,34517,343,4,17212,604
4807,1206021326.txt,23059,257,9,12566,583
4808,1207452061.txt,5177,58,0,2801,155
4809,63888615.txt,9764,119,1,5136,198
4810,62278890.txt,17726,272,9,8877,268
4811,1202227966.txt,2973,31,1,1608,71
4812,1207364925.txt,11508,149,2,6168,325
4813,1207427150.txt,6390,65,2,3322,138
4814,1204794134.txt,6237,57,0,3218,123
4815,1203215994.txt,25525,210,1,10663,399
4816,1212686059.txt,12242,155,2,6346,272
4817,60694340.txt,10447,115,2,5483,230
4818,1203378444.txt,17222,158,4,7407,257
4819,1200804968.txt,4347,44,2,2206,69
4820,1207678050.txt,11311,138,0,5775,216
4821,1206475032.txt,9702,50,0,3889,139
4822,62285204.txt,8689,97,0,4317,167
4823,1202394165.txt,34735,338,9,16316,581
4824,1204794156.txt,3288,33,1,1782,76
4825,1209702217.txt,19460,245,6,10027,332
4826,1209701707.txt,20111,196,3,10064,350
4827,1206057754.txt,5171,75,4,2794,137
4828,59190860.txt,5675,79,1,3069,113
4829,60732931.txt,13352,101,3,6069,271
4830,59337847.txt,4763,61,0,2518,130
4831,1207657762.txt,27350,235,3,12511,496
4832,62218901.txt,20088,195,1,9163,350
4833,1209817252.txt,4515,45,1,2227,90
4834,1214384649.txt,127337,14,0,20422,1824
4835,60556705.txt,5936,89,2,3121,109
4836,62383976.txt,18971,244,11,9104,431
4837,1207537490.txt,4555,56,0,2348,89
4838,1200918772.txt,4616,53,2,2495,105
4839,1202180320.txt,9330,103,1,4807,186
4840,60677772.txt,7161,94,2,4005,181
4841,1200710055.txt,12822,122,1,6119,272
4842,1209712132.txt,5265,83,5,2723,153
4843,62408539.txt,13133,129,7,6095,195
4844,1205958177.txt,0,0,0,0,0
4845,1207559771.txt,41973,360,3,20104,594
4846,1213106061.txt,6172,75,0,3228,165
4847,1203242619.txt,6056,82,1,3263,132
4848,1209496899.txt,29492,255,3,14119,358
4849,59197473.txt,4545,51,1,2391,79
4850,1205001599.txt,7520,70,0,3252,106
4851,1212882977.txt,61600,503,2,29063,902
4852,1212768284.txt,42384,491,11,21547,690
4853,1202048348.txt,55823,547,4,28236,1297
4854,57653815.txt,4837,76,6,2630,104
4855,63753998.txt,7390,0,0,3370,0
4856,1203384634.txt,7391,85,0,4051,167
4857,60805909.txt,5362,51,3,2932,120
4858,1202112679.txt,50157,510,3,25340,880
4859,1200918297.txt,8759,94,1,4556,167
4860,1207472742.txt,0,0,0,0,0
4861,1202082395.txt,12562,147,4,6774,272
4862,1213023795.txt,47012,475,13,24128,894
4863,1204532516.txt,5040,63,0,2736,115
4864,1210069877.txt,16692,214,7,8474,236
4865,1205950434.txt,20415,129,0,7845,268
4866,1213096656.txt,9068,69,2,3753,143
4867,1204559246.txt,13510,171,2,7039,220
4868,1203406844.txt,22600,230,3,9816,410
4869,1209461969.txt,13155,144,7,6477,245
4870,1209729030.txt,27441,281,2,14090,539
4871,1202064136.txt,10743,130,2,5573,225
4872,60763761.txt,12056,114,9,6393,222
4873,60898880.txt,9190,97,6,4686,204
4874,1209649885.txt,17006,172,5,7918,327
4875,60724430.txt,24928,194,5,12185,374
4876,58914419.txt,9998,110,2,4937,172
4877,1213060096.txt,0,0,0,0,0
4878,1207667333.txt,12531,117,0,5997,246
4879,1207528482.txt,25575,260,4,12699,429
4880,57721973.txt,6459,76,6,3440,159
4881,1204848931.txt,40036,438,1,20076,709
4882,1200883149.txt,3682,47,0,1974,86
4883,1209878794.txt,35487,337,4,16942,427
4884,1200705328.txt,16956,155,2,7762,238
4885,62219878.txt,42872,482,14,21559,647
4886,1212667590.txt,5320,47,1,2647,118
4887,1213173905.txt,32228,269,4,15506,544
4888,1212687186.txt,56979,525,9,27435,744
4889,1207548437.txt,21094,163,4,7361,278
4890,62215561.txt,4978,59,0,2689,95
4891,1209796066.txt,75117,587,16,36475,1089
4892,62190172.txt,13876,128,2,6935,267
4893,1203334227.txt,5858,51,1,2979,127
4894,62233028.txt,23586,207,3,9790,347
4895,1202236658.txt,12257,125,0,6310,190
4896,1200955119.txt,13272,131,3,6770,195
4897,1200766942.txt,5440,68,4,2860,111
4898,1203376822.txt,4371,54,0,2218,97
4899,51465213.txt,19473,221,3,10527,462
4900,1204533933.txt,8606,103,0,4524,187
4901,1203417178.txt,16076,126,7,7235,255
4902,51741898.txt,5468,79,3,3028,163
4903,1209386428.txt,15419,111,2,5746,181
4904,62288690.txt,0,0,0,0,0
4905,1209740288.txt,9134,88,1,4976,202
4906,1205142531.txt,41851,0,6,22783,400
4907,1209872908.txt,189064,0,0,30992,2869
4908,1200884211.txt,3314,34,0,1688,64
4909,1202059417.txt,19279,169,3,8463,323
4910,1203130346.txt,9832,66,3,3931,144
4911,1204513456.txt,7641,83,1,3932,145
4912,1204495580.txt,31603,377,6,15958,549
4913,1206058747.txt,4780,68,1,2588,120
4914,1212924122.txt,0,0,0,0,0
4915,1202228617.txt,14683,125,1,5972,263
4916,62272189.txt,8172,88,2,3980,136
4917,1205925047.txt,39936,519,12,20918,890
4918,1205921304.txt,15499,183,2,7847,273
4919,1212939123.txt,5997,62,2,2980,109
4920,1203262203.txt,16458,155,1,8584,323
4921,1206454659.txt,6961,55,1,2919,75
4922,1207599976.txt,21569,172,6,9729,322
4923,1207452981.txt,15227,127,1,7032,232
4924,1206003055.txt,5610,62,0,2950,108
4925,51741885.txt,9512,111,5,5339,251
4926,1204668012.txt,5455,54,2,2897,117
4927,1212725606.txt,21807,247,2,11446,433
4928,1213268824.txt,3696,48,0,2024,80
4929,1205947187.txt,19347,195,4,9028,311
4930,60719105.txt,19996,219,3,10925,456
4931,49296250.txt,17224,223,15,9335,462
4932,1207439882.txt,4796,58,0,2526,96
4933,1206016939.txt,16961,154,2,7625,268
4934,50327299.txt,7545,98,5,4093,202
4935,1200979284.txt,401,3,0,153,4
4936,1209444718.txt,36206,315,4,17470,614
4937,1209691803.txt,39902,326,3,18683,589
4938,1212723691.txt,31715,262,3,15880,514
4939,1207377269.txt,15610,171,4,7816,330
4940,59165698.txt,12040,149,5,6556,291
4941,1207514766.txt,15520,119,3,7236,342
4942,62239437.txt,21390,230,2,11675,502
4943,1202766480.txt,0,0,0,0,0
4944,59214617.txt,11293,162,1,5679,263
4945,63699311.txt,3608,46,1,2018,97
4946,1207528771.txt,0,0,0,0,0
4947,59183894.txt,9598,108,12,5153,198
4948,1209876793.txt,10526,85,3,5598,204
4949,1207557451.txt,7022,69,2,3782,167
4950,1200767042.txt,24590,223,5,12217,422
4951,1209700995.txt,134,0,0,32,0
4952,62355625.txt,14679,151,6,7467,285
4953,1203172973.txt,6833,71,1,3548,147
4954,1207851428.txt,4940,64,0,2699,107
4955,63679538.txt,7130,78,2,3531,143
4956,1207500884.txt,0,0,0,0,0
4957,1204528153.txt,14893,145,1,6643,243
4958,63717046.txt,4470,44,2,2140,100
4959,60761589.txt,6795,75,1,3684,150
4960,50582384.txt,45965,468,8,22499,947
4961,63188463.txt,6974,56,1,2928,82
4962,1204528617.txt,38769,237,2,15552,373
4963,60671950.txt,6228,65,1,3318,131
4964,1202048570.txt,18638,201,4,9568,309
4965,63914731.txt,3529,43,0,1887,83
4966,1202099824.txt,7892,80,1,4259,191
4967,1204496112.txt,4863,58,0,2567,125
4968,59171865.txt,87860,171,4,19775,1307
4969,62357978.txt,5717,57,1,2999,124
4970,59337720.txt,32703,509,8,17868,875
4971,60922705.txt,41566,576,9,22353,997
4972,1209403197.txt,4190,69,0,2209,74
4973,1206120661.txt,14640,147,2,6105,241
4974,49665738.txt,7591,82,5,4289,218
4975,1209817525.txt,11504,119,3,5332,209
4976,1213176265.txt,17354,168,3,8687,390
4977,60913664.txt,4590,67,2,2449,107
4978,1202225833.txt,24218,234,10,11257,413
4979,1203195468.txt,26527,288,8,13316,594
4980,1206071792.txt,19642,219,3,9192,362
4981,1212469922.txt,7057,70,2,3563,171
4982,1205918522.txt,42122,490,7,20150,617
4983,1212741573.txt,10281,121,3,4719,189
4984,1209668736.txt,23639,228,3,11586,495
4985,1203420258.txt,7914,98,3,4168,183
4986,1207695672.txt,0,0,0,0,0
4987,1206122599.txt,5508,51,2,2959,133
4988,1212981975.txt,30872,343,4,16034,537
4989,1209759595.txt,24727,244,0,13022,475
4990,1204484829.txt,9996,112,2,5348,219
4991,1206002007.txt,14524,161,3,7230,273
4992,1200770218.txt,13150,149,5,7033,274
4993,1213204554.txt,30406,274,4,14406,509
4994,1202099311.txt,20035,243,9,9838,329
4995,1212922255.txt,8463,54,1,3715,110
4996,1204791224.txt,12797,117,1,5635,223
4997,60795058.txt,7273,86,4,3933,192
4998,1205925157.txt,28918,270,6,12870,397
4999,63688274.txt,6533,82,2,3281,107
5000,1200897056.txt,8329,103,3,4609,202
5001,1204487810.txt,45793,332,2,21610,456
5002,1213225112.txt,0,0,0,0,0
5003,1203187983.txt,36457,478,12,18419,663
5004,1207689068.txt,20420,156,4,8662,251
5005,63815711.txt,12041,117,2,5467,220
5006,1200947362.txt,7123,77,0,3807,150
5007,62367325.txt,9005,119,1,4595,163
5008,1207550559.txt,31899,283,3,15922,547
5009,63848081.txt,11479,132,2,5030,199
5010,1202044389.txt,4606,50,0,2400,100
5011,1213175614.txt,22803,173,2,11571,377
5012,1212751270.txt,11050,90,0,5719,223
5013,1204807598.txt,0,0,0,0,0
5014,62272530.txt,8084,84,0,4412,191
5015,1204596543.txt,10472,108,4,6222,269
5016,50484855.txt,10009,163,1,5454,286
5017,62391913.txt,29906,250,9,13684,540
5018,1213160012.txt,18570,214,6,8538,372
5019,1213261385.txt,7298,71,5,3958,192
5020,1202212393.txt,7025,84,9,3689,90
5021,1204556017.txt,19333,200,0,9520,391
5022,1200756748.txt,47772,498,15,23735,950
5023,1209383759.txt,7186,78,1,3619,125
5024,63905098.txt,6719,80,2,3549,137
5025,1206126177.txt,5096,66,2,2488,100
5026,62286911.txt,28919,300,6,13559,467
5027,1212770017.txt,7228,72,3,3882,141
5028,1207471248.txt,4172,55,0,2172,86
5029,1205964383.txt,10339,94,4,5575,234
5030,1209852621.txt,0,0,0,0,0
5031,1207427806.txt,22069,271,7,11005,360
5032,38342069.txt,6241,87,9,3433,166
5033,59207797.txt,0,0,0,0,0
5034,1202194117.txt,7301,69,1,3629,129
5035,1205874312.txt,11231,125,1,5770,249
5036,1203665906.txt,9168,116,1,4895,209
5037,1212730167.txt,6134,77,2,3290,126
5038,1203283243.txt,11454,158,1,6061,253
5039,62318952.txt,1919,30,0,1024,38
5040,62270093.txt,5460,59,1,2769,119
5041,60594634.txt,12319,203,6,6391,255
5042,50319302.txt,5285,56,1,2835,157
5043,1202055231.txt,6727,69,0,3495,169
5044,1209519462.txt,47285,438,6,23614,735
5045,59120932.txt,11691,132,1,6272,282
5046,1203209421.txt,6995,75,0,3523,168
5047,1202213728.txt,8507,61,2,3595,115
5048,1200931175.txt,5863,87,5,3052,112
5049,1205969790.txt,6617,99,1,3619,166
5050,59160529.txt,9795,134,1,5145,170
5051,62423452.txt,18289,160,9,8621,299
5052,51493393.txt,7341,100,4,3815,156
5053,1209756715.txt,0,0,0,0,0
5054,1202197807.txt,6268,60,5,3344,103
5055,63719729.txt,13356,144,7,6281,221
5056,1207472472.txt,5598,68,0,3146,156
5057,1207689716.txt,10172,67,5,5407,211
5058,1207559498.txt,62030,641,14,30666,955
5059,1203226834.txt,33842,332,5,15923,473
5060,59254193.txt,13805,162,0,6677,227
5061,1212731710.txt,6466,72,2,3284,127
5062,1208029763.txt,4036,64,0,1692,74
5063,1207671164.txt,597,0,0,226,3
5064,1200922517.txt,8148,85,2,4270,187
5065,62395193.txt,5244,70,0,2890,158
5066,1203194335.txt,5306,59,4,2920,108
5067,1205965260.txt,0,0,0,0,0
5068,60713113.txt,46227,440,2,22261,708
5069,62414716.txt,8922,122,3,4884,201
5070,1202281063.txt,41508,507,10,21102,734
5071,1207474026.txt,0,0,0,0,0
5072,1209495646.txt,111,0,0,43,3
5073,1209797595.txt,14126,135,0,6902,306
5074,1202266780.txt,8418,122,1,4412,202
5075,1213101393.txt,56017,582,7,28961,1008
5076,1209453275.txt,0,0,0,0,0
5077,1204801697.txt,0,0,0,0,0
5078,1202111314.txt,13219,113,31,6081,246
5079,60752266.txt,0,0,0,0,0
5080,1209818139.txt,0,0,0,0,0
5081,62240783.txt,14156,184,1,7402,273
5082,1209874429.txt,15974,238,6,8001,306
5083,1203380981.txt,9490,27,1,2413,83
5084,1212627013.txt,18237,58,1,7038,218
5085,1212540733.txt,8826,120,2,4478,179
5086,1203183747.txt,11688,122,7,5652,185
5087,1206160354.txt,10992,124,0,5855,221
5088,1204470664.txt,9925,118,3,5136,189
5089,1204795673.txt,10748,123,0,5621,248
5090,1209856003.txt,4497,54,1,2354,94
5091,1204741168.txt,5978,93,3,3273,134
5092,1212837993.txt,38226,340,5,19810,726
5093,1204670262.txt,11338,103,4,5060,153
5094,1200756021.txt,7011,89,5,3749,171
5095,1202237019.txt,30664,369,8,15970,538
5096,1207683748.txt,17358,225,19,8609,289
5097,1202205304.txt,22070,213,4,9559,411
5098,1200732420.txt,6412,67,1,3362,120
5099,1203196136.txt,12536,129,5,6726,268
5100,62208347.txt,12857,157,5,6678,300
5101,62430589.txt,0,0,0,0,0
5102,1213224907.txt,3427,36,0,1788,78
5103,1200723779.txt,29802,296,7,14733,601
5104,1204647100.txt,11872,87,1,5192,183
5105,1213249172.txt,17751,217,2,8973,360
5106,59259899.txt,2960,44,0,1607,101
5107,62241270.txt,7703,87,5,4096,174
5108,59279009.txt,16017,171,13,8377,317
5109,62271791.txt,8208,82,0,4360,156
5110,1209233418.txt,21314,200,8,11083,487
5111,1209800784.txt,24409,231,4,12062,419
5112,1207689269.txt,7685,49,2,3250,109
5113,1202114261.txt,5339,59,0,2859,104
5114,1203727850.txt,8439,62,1,3536,121
5115,1205892878.txt,6311,58,0,3321,199
5116,1202157781.txt,17314,222,2,8830,396
5117,1203383809.txt,26359,404,8,14494,651
5118,1204627691.txt,0,0,0,0,0
5119,1207662015.txt,25058,200,4,11998,348
5120,1203336047.txt,11973,127,8,6367,267
5121,1213208484.txt,13686,40,3,4725,157
5122,60841914.txt,11404,143,0,6231,258
5123,1206073553.txt,14439,191,1,7494,270
5124,1203372939.txt,16116,174,0,8096,300
5125,1202196963.txt,30312,301,10,14596,504
5126,63841415.txt,12091,165,4,6523,252
5127,63013682.txt,51425,400,10,23514,692
5128,1202228105.txt,3020,47,0,1563,85
5129,1200568861.txt,6944,51,1,2816,76
5130,1207609132.txt,34189,303,7,15295,532
5131,1203217096.txt,9967,130,1,5317,226
5132,1204386756.txt,23264,131,3,8937,217
5133,1205098361.txt,69150,802,20,33920,1143
5134,1207384609.txt,23457,254,4,11919,456
5135,62430789.txt,16271,147,1,7933,250
5136,1202094291.txt,30393,352,7,15841,822
5137,1203184698.txt,37803,346,17,18380,581
5138,1206162752.txt,8441,95,1,4330,153
5139,1207411149.txt,14113,140,4,6483,260
5140,1209625106.txt,0,0,0,0,0
5141,1207524699.txt,7199,77,0,3858,156
5142,1207384016.txt,12112,143,0,6306,213
5143,63812221.txt,8085,78,0,3990,171
5144,62352840.txt,11910,145,2,6247,242
5145,1200683697.txt,12986,149,2,6957,315
5146,1200327563.txt,6349,53,1,2625,65
5147,1209787046.txt,3833,57,1,1989,84
5148,60724342.txt,41953,525,28,20476,734
5149,1207657386.txt,6281,74,0,3192,142
5150,63807471.txt,6986,88,0,3704,133
5151,1204554617.txt,16235,154,1,8110,288
5152,63916442.txt,5523,65,0,2903,122
5153,63740589.txt,30343,268,6,13286,506
5154,1209417744.txt,4663,41,0,1993,79
5155,1209380717.txt,3469,42,0,1875,82
5156,51460973.txt,5595,71,5,2944,155
5157,63697816.txt,17798,162,1,8443,299
5158,1213170754.txt,39721,312,3,17486,576
5159,1200711145.txt,34690,401,4,17924,696
5160,60651871.txt,6171,75,0,3258,129
5161,63904195.txt,18704,199,3,9155,366
5162,1209775477.txt,3401,31,0,1859,61
5163,60724411.txt,54259,286,15,25016,644
5164,1209489330.txt,15437,162,0,7389,280
5165,1202187117.txt,0,0,0,0,0
5166,1204586184.txt,8701,91,0,4561,185
5167,1202100513.txt,6602,79,1,3422,143
5168,1207472933.txt,26254,213,3,11247,423
5169,1213254046.txt,27400,213,3,13701,417
5170,1204550839.txt,25201,269,4,12117,434
5171,1212540940.txt,11510,131,2,5683,225
5172,1207424195.txt,58502,603,7,28986,934
5173,1204534440.txt,43980,398,8,22722,726
5174,1203193816.txt,4371,57,0,2266,83
5175,59324063.txt,8431,114,3,4479,168
5176,1209843618.txt,43501,230,8,14732,386
5177,1204808798.txt,21126,196,1,9169,274
5178,1213057720.txt,34097,289,6,16338,552
5179,1206013696.txt,6710,90,3,3425,152
5180,1204523292.txt,0,0,0,0,0
5181,1209759051.txt,32537,330,4,15680,552
5182,1200724646.txt,16135,171,0,7769,276
5183,1207606414.txt,7363,76,3,3787,185
5184,1204558246.txt,5536,53,2,2988,128
5185,1202265210.txt,5033,56,2,2709,108
5186,62280253.txt,37635,373,5,15614,446
5187,1213478741.txt,60603,498,3,29240,753
5188,62163543.txt,4989,59,5,2671,108
5189,1204601771.txt,31549,278,3,12310,406
5190,1205949970.txt,10447,104,3,5072,163
5191,1204645775.txt,14140,181,0,7406,240
5192,62278704.txt,0,0,0,0,0
5193,1204648113.txt,21253,184,2,9553,321
5194,1203208986.txt,0,0,0,0,0
5195,1205987522.txt,0,0,0,0,0
5196,1209829262.txt,12945,130,11,6303,219
5197,1209467964.txt,37947,360,4,17505,613
5198,57517432.txt,5053,68,0,2766,121
