,id,长度,句数,被动,总词数,连副词
4051,63930445.txt,16628,184,6,8335,349
4052,1207473209.txt,13632,111,5,6432,246
4053,59297797.txt,7507,105,3,3979,172
4054,1206122054.txt,8166,86,0,3898,167
4055,1209656745.txt,30364,364,7,14630,550
4056,1202023133.txt,15400,152,4,7818,306
4057,1209519444.txt,6670,110,0,3538,136
4058,1207373117.txt,22914,247,1,11583,424
4059,1206073431.txt,10743,116,8,5043,169
4060,1203427995.txt,12619,131,1,6252,202
4061,1209483768.txt,6309,69,2,3169,121
4062,1213142428.txt,4408,68,0,2394,116
4063,1204650389.txt,0,0,0,0,0
4064,1212749923.txt,71514,608,14,34675,988
4065,1200804267.txt,14952,131,1,5676,233
4066,1203194064.txt,6156,69,0,3292,116
4067,63754531.txt,9681,113,2,4531,243
4068,1200683596.txt,10796,95,3,4043,111
4069,1202110257.txt,12986,135,4,6913,264
4070,62421542.txt,14087,131,9,5628,146
4071,1213212393.txt,11345,129,0,5649,216
4072,1206076805.txt,18708,168,15,9039,409
4073,1203403020.txt,10636,158,2,5461,204
4074,1205033352.txt,21091,171,2,8882,286
4075,1207683998.txt,17319,121,2,6323,172
4076,1213175966.txt,7604,95,0,3706,135
4077,63663696.txt,6628,83,6,3364,120
4078,1204519069.txt,20163,122,2,7348,229
4079,1203316566.txt,10213,138,1,5164,221
4080,1202196458.txt,7029,84,4,3752,186
4081,1206020273.txt,22482,217,3,10948,386
4082,1202113775.txt,8837,97,3,4732,173
4083,1204559309.txt,8262,74,0,3781,153
4084,62192882.txt,21554,302,6,11177,394
4085,1209770274.txt,34001,387,3,17131,523
4086,1204803112.txt,13685,132,0,6058,212
4087,1204557606.txt,0,0,0,0,0
4088,1205988919.txt,3485,48,0,1867,75
4089,1207383176.txt,15858,215,1,8557,388
4090,1213223279.txt,5482,77,0,2840,119
4091,1203187837.txt,42614,407,4,21670,718
4092,62219832.txt,18089,218,4,9184,339
4093,1204674363.txt,5263,46,1,2808,119
4094,1203213002.txt,6720,77,0,3633,179
4095,1202212179.txt,13992,136,5,7379,336
4096,62258966.txt,11480,113,6,5534,190
4097,60700476.txt,6209,81,0,3386,139
4098,60772868.txt,5247,85,1,2761,131
4099,63719816.txt,6193,85,1,3356,144
4100,1203245703.txt,29914,323,0,14545,445
4101,59183914.txt,10160,127,13,5514,225
4102,1204624955.txt,4661,74,3,2537,135
4103,1206022356.txt,22619,238,2,9867,350
4104,63692069.txt,13287,169,8,7186,231
4105,63873633.txt,21873,185,8,8316,353
4106,1201954289.txt,7728,98,0,4006,174
4107,38328201.txt,2673,41,0,1475,67
4108,1203334178.txt,26851,206,6,13077,345
4109,63665244.txt,12596,122,2,6430,294
4110,62320316.txt,20773,187,3,9358,321
4111,1204741352.txt,14519,161,0,7164,269
4112,1204518225.txt,5303,54,3,2833,113
4113,62407902.txt,7762,77,0,3683,120
4114,1207655544.txt,13758,189,6,7391,225
4115,1210529297.txt,9161,54,2,3425,68
4116,57747226.txt,4762,62,2,2718,146
4117,63688871.txt,8181,85,0,3721,146
4118,60733133.txt,4642,50,6,2398,109
4119,1202090956.txt,7837,60,3,4216,201
4120,1211396491.txt,8326,65,1,3360,107
4121,1206105791.txt,10826,110,5,5254,180
4122,63741530.txt,49484,412,4,24412,784
4123,1213106783.txt,7146,75,3,3690,132
4124,60678159.txt,20109,260,7,10136,344
4125,63754010.txt,41280,0,0,19438,0
4126,1203217755.txt,15442,177,5,7413,228
4127,1212940102.txt,7817,87,1,4081,170
4128,1206119523.txt,7991,75,0,4016,147
4129,1204549129.txt,0,0,0,0,0
4130,1203411617.txt,10591,86,0,4509,119
4131,1213013473.txt,6955,63,2,2834,72
4132,1205938329.txt,19145,206,2,8888,348
4133,1203138760.txt,0,0,0,0,0
4134,1207697522.txt,6850,98,0,3669,145
4135,1204472891.txt,327,0,0,57,0
4136,59313429.txt,10050,119,2,5321,236
4137,60677390.txt,16364,149,7,7467,248
4138,63749702.txt,7903,101,8,4312,160
4139,1206061961.txt,37353,410,12,19185,718
4140,1209465374.txt,17950,218,6,9039,294
4141,1206011515.txt,13113,145,4,7031,302
4142,1209468455.txt,49587,467,17,24346,616
4143,1205966210.txt,8855,100,1,3304,138
4144,1205093411.txt,77476,473,15,31360,896
4145,59177172.txt,7451,96,3,3938,177
4146,1213179675.txt,62909,395,11,30625,1027
4147,1213166216.txt,17417,178,4,8698,312
4148,1213178170.txt,18852,201,1,10170,381
4149,1213019992.txt,0,0,0,0,0
4150,59138345.txt,12560,117,1,5591,303
4151,1203261505.txt,22358,214,5,10335,280
4152,1212710985.txt,13002,142,1,6743,303
4153,1204683105.txt,30262,75,1,15551,68
4154,1202250411.txt,39701,312,14,16757,446
4155,1209855232.txt,27534,223,3,11924,438
4156,1209437158.txt,42164,343,4,21012,671
4157,59314177.txt,43717,374,17,19545,651
4158,1209683127.txt,23714,205,3,11696,416
4159,62306032.txt,6704,73,1,3510,147
4160,62279568.txt,7596,93,2,4047,141
4161,1207607378.txt,13610,147,0,7079,276
4162,1209827297.txt,11389,126,0,5358,237
4163,63723157.txt,6411,69,0,3373,130
4164,1203732354.txt,38950,276,2,19505,560
4165,1202116286.txt,25454,220,4,11413,362
4166,1211381011.txt,9436,68,2,4141,129
4167,60635070.txt,15062,187,0,7473,326
4168,1204453478.txt,17433,226,2,9335,327
4169,1212898688.txt,6028,48,2,3133,128
4170,62204976.txt,9447,112,1,4966,183
4171,1205958124.txt,0,0,0,0,0
4172,1203159826.txt,3919,57,0,1991,79
4173,1212705970.txt,24311,266,1,11622,398
4174,59154051.txt,30788,296,14,13012,528
4175,1203388931.txt,8212,79,0,3994,144
4176,1213105314.txt,37342,337,0,19088,731
4177,1200774081.txt,12903,112,2,6018,226
4178,59197565.txt,5049,59,0,2612,103
4179,63889158.txt,43788,420,14,20600,728
4180,1203236232.txt,7539,76,5,3591,128
4181,1203209561.txt,15656,121,5,6773,235
4182,1204533631.txt,25543,219,1,10599,397
4183,59271330.txt,10213,120,1,5044,206
4184,63613782.txt,5257,59,6,2829,122
4185,1213145607.txt,5372,71,0,2949,145
4186,1213159588.txt,5725,65,2,2999,133
4187,1204517871.txt,8283,89,0,4273,194
4188,1204807213.txt,0,0,0,0,0
4189,1212521671.txt,36461,206,15,18064,516
4190,1205949802.txt,3792,36,1,2040,93
4191,59112516.txt,7382,91,0,3925,197
4192,1206094413.txt,5954,58,2,3097,123
4193,1209756785.txt,12592,125,0,6092,226
4194,63687334.txt,4251,56,3,2366,80
4195,1207605892.txt,5643,63,2,2920,129
4196,1209864865.txt,47394,121,1,11292,474
4197,1205968348.txt,15159,161,0,7680,250
4198,1204567513.txt,19659,168,2,10013,424
4199,1203284783.txt,8490,106,1,4258,192
4200,1206072361.txt,8196,80,1,4081,178
4201,1202064290.txt,10023,131,3,5239,189
4202,63694251.txt,24120,170,3,11465,210
4203,60680803.txt,55026,691,10,28199,1035
4204,1203284524.txt,12993,122,3,5264,172
4205,1207548027.txt,9163,103,1,4536,155
4206,1212920746.txt,12359,76,2,5417,221
4207,1213105213.txt,18156,219,1,9168,267
4208,1213251552.txt,12850,136,2,6599,272
4209,1204927514.txt,10431,61,0,4387,166
4210,60742433.txt,15691,183,3,7910,237
4211,63651477.txt,7616,88,6,4114,171
4212,1212710382.txt,22594,163,0,9130,297
4213,57704633.txt,16049,199,11,8761,414
4214,1209729625.txt,13104,90,1,4522,146
4215,62240366.txt,43145,490,23,20797,773
4216,1209879520.txt,0,0,0,0,0
4217,1203407034.txt,11683,143,2,6172,281
4218,1204597321.txt,20271,203,5,10613,377
4219,1203322888.txt,28658,313,4,13538,455
4220,1200876355.txt,10606,151,3,5592,232
4221,57745903.txt,7447,80,3,4088,191
4222,1202074966.txt,9413,90,2,3994,161
4223,1207470731.txt,12410,123,0,6559,290
4224,1202077048.txt,9802,114,1,5181,228
4225,1204476761.txt,13099,114,0,6696,241
4226,60911390.txt,9434,111,1,4851,218
4227,1213109354.txt,9613,123,1,5260,215
4228,1200836576.txt,10898,128,3,5845,234
4229,60731840.txt,0,0,0,0,0
4230,1204617189.txt,12331,133,4,6410,286
4231,1205925525.txt,5778,80,22,3082,110
4232,1209410635.txt,15847,125,1,6380,209
4233,1209487437.txt,8573,104,0,4472,154
4234,57876883.txt,3798,61,0,2083,109
4235,1207462671.txt,10253,112,0,4988,161
4236,1207557367.txt,14403,167,1,6331,212
4237,57721806.txt,12397,171,1,6554,328
4238,63617403.txt,32843,376,6,16507,721
4239,1200757604.txt,0,0,0,0,0
4240,1206021686.txt,0,0,0,0,0
4241,63710060.txt,48533,487,8,23297,631
4242,1202227336.txt,5072,50,0,2772,140
4243,1202116399.txt,6863,81,1,3705,139
4244,1203360317.txt,4318,41,5,2253,106
4245,57709284.txt,3573,45,0,1982,77
4246,1204799783.txt,4729,49,1,2628,108
4247,1207404086.txt,31249,284,1,16280,611
4248,62297623.txt,5773,71,4,2893,114
4249,59235978.txt,6538,64,1,2912,146
4250,1212964427.txt,881,12,0,486,29
4251,1202266566.txt,8797,109,3,4612,206
4252,1202113639.txt,60934,548,9,31722,1278
4253,1213277626.txt,7483,20,1,2067,114
4254,63611540.txt,13015,109,7,5963,221
4255,63677615.txt,7714,106,2,4185,159
4256,63717906.txt,11599,113,1,5812,204
4257,59199498.txt,7342,82,2,3714,169
4258,1204587081.txt,44410,397,8,23960,692
4259,1204795306.txt,21279,197,1,10267,363
4260,63689118.txt,16294,162,3,7887,323
4261,62358206.txt,9954,124,1,5019,179
4262,1206020727.txt,7534,90,1,4044,123
4263,63717608.txt,5826,70,4,3072,114
4264,50785897.txt,5576,51,5,2939,139
4265,1200866433.txt,23630,231,6,9519,328
4266,1212635024.txt,17820,155,3,7956,239
4267,63689104.txt,9805,107,4,5050,185
4268,50486102.txt,3106,47,0,1670,86
4269,62352889.txt,8251,82,1,4385,148
4270,49988831.txt,7379,68,0,3935,164
4271,1209496571.txt,35350,336,5,16175,552
4272,1207644243.txt,31984,312,3,14519,470
4273,63954274.txt,14794,155,4,7558,331
4274,1208402562.txt,4706,31,0,1982,60
4275,62219886.txt,15773,205,1,8163,386
4276,1200793603.txt,5286,63,1,2857,121
4277,1207648445.txt,10566,110,1,4994,191
4278,1203235241.txt,14390,136,1,6294,248
4279,1202274501.txt,7474,102,0,4069,178
4280,1206062890.txt,9900,79,2,4479,143
4281,62421118.txt,4359,68,1,2303,100
4282,59214952.txt,4304,49,1,2302,95
4283,1212974308.txt,16858,213,3,8759,354
4284,1200767219.txt,23895,318,3,12266,420
4285,1212923880.txt,13727,158,2,7284,345
4286,1212753549.txt,0,0,0,0,0
4287,1209490214.txt,41738,294,14,20650,745
4288,62438202.txt,8861,71,1,4851,200
4289,1200924095.txt,13960,163,1,6832,220
4290,59170321.txt,23382,261,2,12239,538
4291,1213176491.txt,30424,271,1,13046,396
4292,1209419627.txt,11091,132,2,5544,224
4293,1206009613.txt,25166,197,4,10613,248
4294,1205958424.txt,0,0,0,0,0
4295,1212841457.txt,19436,179,3,9307,304
4296,62394126.txt,4606,62,1,2527,119
4297,1209722607.txt,7138,117,0,3884,159
4298,62358567.txt,28277,247,4,13812,581
4299,1213062717.txt,23345,226,4,11946,367
4300,1203213853.txt,8152,89,1,4420,190
4301,1209805713.txt,23335,171,4,10151,405
4302,1202055933.txt,5128,63,1,2751,123
4303,1205955421.txt,21989,252,4,11117,373
4304,1200920353.txt,20107,231,7,9705,352
4305,1209617100.txt,29996,263,5,14661,575
4306,1205917780.txt,6580,77,0,3359,146
4307,1205981837.txt,8554,89,0,4501,188
4308,1206090318.txt,5388,61,2,2815,124
4309,1204525722.txt,21940,241,5,10215,360
4310,62489773.txt,18686,244,1,8779,309
4311,59323261.txt,9505,97,5,4809,197
4312,1200706961.txt,5050,59,2,2665,91
4313,59279165.txt,9698,102,2,4524,182
4314,1203177718.txt,26867,306,5,13949,432
4315,60706559.txt,6893,77,5,3705,199
4316,63754572.txt,6736,130,7,3474,128
4317,1203283437.txt,9934,98,4,4646,184
4318,1209701266.txt,16110,153,1,7162,299
4319,1202112354.txt,7517,78,1,3997,151
4320,1206126096.txt,0,0,0,0,0
4321,1207440860.txt,0,0,0,0,0
4322,62284845.txt,8073,113,0,4166,148
4323,1213197081.txt,6561,82,0,3421,159
4324,63805379.txt,7256,74,4,3732,187
4325,1204808156.txt,10697,109,2,5127,253
4326,1207410284.txt,10256,85,1,5028,177
4327,51493840.txt,10199,91,1,5051,251
4328,1208015583.txt,36886,326,1,18569,530
4329,1203674859.txt,34297,294,3,16088,515
4330,1213205320.txt,0,0,0,0,0
4331,1205929795.txt,10372,134,0,5475,233
4332,1209850655.txt,0,0,0,0,0
4333,63754000.txt,3325,0,0,1510,0
4334,59171300.txt,9910,154,4,5382,230
4335,1207637193.txt,21753,239,4,9264,327
4336,1209410137.txt,12568,116,1,5757,255
4337,60705869.txt,8061,79,4,4075,152
4338,63717790.txt,54633,653,12,26930,1031
4339,1207500731.txt,19852,231,6,10273,335
4340,1207662295.txt,6687,80,2,3574,149
4341,60763562.txt,4229,50,1,2279,99
4342,1203312830.txt,7928,69,0,4260,149
4343,1200714336.txt,5497,73,3,2870,153
4344,1205987780.txt,49863,448,4,24545,849
4345,1200947063.txt,16616,167,0,8224,304
4346,59337456.txt,11333,143,1,5925,223
4347,60732993.txt,16108,210,0,8426,412
4348,51434295.txt,4737,61,5,2442,106
4349,1209853792.txt,13810,145,1,7065,237
4350,1207537790.txt,9554,93,0,4710,167
4351,1213207592.txt,29610,376,5,15467,640
4352,1200750093.txt,32620,347,6,16936,624
4353,1209875328.txt,0,0,0,0,0
4354,1209484903.txt,0,0,0,0,0
4355,60715356.txt,16361,183,3,7955,344
4356,1209674929.txt,11849,111,1,5616,207
4357,60593791.txt,36527,417,2,18133,562
4358,1207586042.txt,5603,40,0,2962,111
4359,1205969459.txt,8191,121,0,4402,209
4360,1202212578.txt,5148,67,10,2767,105
4361,1207551424.txt,3581,30,1,1739,28
4362,1200973530.txt,4990,63,7,2693,103
4363,63751772.txt,11699,102,0,5598,178
4364,1207647473.txt,11253,122,0,5993,251
4365,1207385955.txt,8552,90,0,4118,157
4366,1202115638.txt,6063,72,0,3025,148
4367,1205969729.txt,24966,293,7,12471,454
4368,1205121477.txt,0,0,0,0,0
4369,1204648512.txt,9354,85,3,4715,211
4370,63915857.txt,8449,90,3,4529,158
4371,62256585.txt,5230,55,1,2697,104
4372,1202065391.txt,6433,102,8,3350,139
4373,1204556244.txt,0,0,0,0,0
4374,1207957262.txt,0,0,0,0,0
4375,1205876065.txt,11031,80,1,4324,153
4376,1207604279.txt,33785,417,2,17420,641
4377,62414194.txt,6859,96,1,3743,158
4378,1212962109.txt,5453,56,0,2943,139
4379,63927115.txt,7055,87,0,3584,153
4380,62098852.txt,7140,76,1,3427,158
4381,1200908532.txt,6733,99,0,3678,227
4382,1202228867.txt,4095,53,3,2147,66
4383,60732112.txt,4753,54,0,2437,103
4384,1203126989.txt,4549,59,0,2474,90
4385,1209826534.txt,0,0,0,0,0
4386,1209722276.txt,5012,67,2,2566,106
4387,1204547935.txt,5121,68,2,2815,138
4388,63759083.txt,19998,211,2,9557,320
4389,1202649948.txt,37893,493,7,19214,624
4390,62318986.txt,8484,78,0,4569,167
4391,1213020464.txt,30592,328,6,15332,636
4392,57856635.txt,7064,81,5,3880,169
4393,1203378703.txt,26104,291,5,12577,460
4394,1206287148.txt,0,0,0,0,0
4395,1212740370.txt,36645,358,12,18675,514
4396,1207529089.txt,5476,51,0,2647,109
4397,1203194082.txt,16030,164,9,6908,290
4398,1213151273.txt,2525,7,0,687,36
4399,1207440507.txt,12642,133,0,6337,224
4400,1209410585.txt,11360,130,0,5686,189
4401,1200764347.txt,4665,50,0,2481,116
4402,60794557.txt,7556,83,1,4049,167
4403,1205894456.txt,33484,318,9,19044,807
4404,62162630.txt,4849,68,0,2430,120
4405,1208620992.txt,9220,73,2,3967,125
4406,1213272062.txt,13783,167,3,7301,283
4407,63882430.txt,4395,87,1,2370,92
4408,60584963.txt,15325,161,3,7988,350
4409,59178953.txt,11282,119,0,6114,239
4410,1204629074.txt,21090,157,4,8323,268
4411,1200906991.txt,15995,156,9,7438,256
4412,1204492880.txt,8885,96,1,4282,149
4413,63805343.txt,4733,53,0,2568,113
4414,1207669895.txt,10925,124,0,5163,225
4415,62239960.txt,12899,147,2,7082,331
4416,1205936993.txt,13146,147,2,6795,239
4417,63710212.txt,6562,69,4,3605,126
4418,1207664469.txt,7359,82,19,3842,161
4419,1212856802.txt,48330,171,1,23764,344
4420,1213225220.txt,10416,149,2,5317,165
4421,1204643199.txt,23110,187,5,10265,300
4422,1201342598.txt,12650,82,0,5426,157
4423,1207609626.txt,17659,153,4,8797,303
4424,62287922.txt,3347,47,1,1818,67
4425,1205964572.txt,5911,64,1,3165,117
4426,1200747962.txt,34819,322,2,15256,490
4427,1206019658.txt,6644,96,1,3598,153
4428,1200948958.txt,12036,130,3,6381,227
4429,1207648130.txt,19091,206,5,9194,348
4430,1209768645.txt,22464,167,0,8837,315
4431,57855927.txt,5047,74,1,2653,89
4432,1209474802.txt,113149,227,5,27412,976
4433,1209676860.txt,26662,216,0,12513,469
4434,1209488550.txt,4959,54,0,2611,97
4435,1213106307.txt,33972,347,6,17206,590
4436,1202178799.txt,27316,261,2,14319,520
4437,1200910533.txt,22277,238,6,10578,422
4438,1209858203.txt,23171,278,3,11772,564
4439,1209488729.txt,19134,205,11,9829,416
4440,1204678375.txt,12317,141,2,6290,247
4441,1207639349.txt,41071,463,3,20416,730
4442,1203412871.txt,5401,65,0,2993,123
4443,38263279.txt,6843,72,1,3489,129
4444,1204514998.txt,70079,648,4,36101,1227
4445,1203226432.txt,7760,85,0,4075,154
4446,62297235.txt,3265,55,2,1611,69
4447,59148858.txt,10998,123,3,5931,250
4448,62367443.txt,5215,48,0,2808,121
4449,1213171971.txt,34778,326,3,17998,655
4450,1212885974.txt,14383,126,1,6503,226
4451,1200657392.txt,5795,68,8,2947,85
4452,60909265.txt,7179,94,2,3648,140
4453,1204800519.txt,10495,92,3,5231,213
4454,1205903218.txt,41591,417,9,20219,768
4455,1212699069.txt,50745,564,12,25425,928
4456,62365787.txt,9383,89,0,3646,187
4457,1200782368.txt,4462,51,0,2346,114
4458,1206235726.txt,47307,472,5,23272,617
4459,1203420238.txt,9424,107,0,5007,194
4460,1209855517.txt,10377,74,3,4849,207
4461,1203428907.txt,0,0,0,0,0
4462,60921512.txt,3364,41,0,1778,74
4463,1205981545.txt,12694,114,2,5859,232
4464,1209370713.txt,15382,163,5,8004,356
4465,1209487720.txt,12213,103,0,5267,232
4466,1213551097.txt,43243,376,2,21564,751
4467,1206047929.txt,6731,66,0,3439,145
4468,1202258965.txt,8055,108,0,4434,208
4469,1200644145.txt,5003,65,1,2679,121
4470,1200645893.txt,21684,138,4,6332,205
4471,1207424246.txt,53740,429,6,27161,714
4472,1205956392.txt,17791,139,4,8130,280
4473,1206094308.txt,8200,102,0,4344,174
4474,1200766371.txt,11409,145,2,6139,201
4475,63665306.txt,23523,253,3,12271,456
4476,60763925.txt,30782,365,1,13365,430
4477,1213215059.txt,42705,485,4,21833,674
4478,1202581807.txt,39694,295,3,19004,694
4479,1204675992.txt,7705,91,1,4260,183
4480,1204596450.txt,24921,220,6,10736,428
4481,1203217464.txt,14003,117,2,6142,204
4482,63759168.txt,8566,101,2,4500,179
4483,60913166.txt,15727,139,4,6229,221
4484,63651568.txt,11263,110,4,6057,190
4485,1212606710.txt,15264,152,1,7842,280
4486,1202085026.txt,20226,169,9,7580,253
4487,1207407891.txt,32893,285,2,15251,409
4488,1212567129.txt,29817,199,1,14494,541
4489,1203088258.txt,15068,141,2,6185,237
4490,59059814.txt,8363,74,2,4461,196
4491,1207427938.txt,3257,41,1,1720,78
4492,1210571914.txt,73964,740,11,34727,1114
4493,60640197.txt,8331,110,3,4581,216
4494,1207636731.txt,5781,73,1,3139,131
4495,1200769806.txt,6082,92,9,3192,122
4496,63945399.txt,30494,284,3,14662,480
4497,1212998013.txt,6266,73,2,3365,157
4498,1207695482.txt,22428,230,1,11252,386
4499,1206043109.txt,29880,279,2,14694,549
4500,62228136.txt,10796,113,1,5720,298
4501,1207612436.txt,12117,108,14,5665,201
4502,1202260455.txt,20973,198,0,8729,344
4503,62298067.txt,20874,169,0,8592,312
4504,1207441514.txt,44591,487,9,22791,872
4505,1203231553.txt,20815,212,5,9626,326
4506,1207655350.txt,9743,118,5,5482,156
4507,63905889.txt,4313,47,0,2287,79
4508,1207496772.txt,11237,135,0,5934,249
4509,1207683731.txt,39711,374,2,20094,750
4510,60640259.txt,29106,283,7,11626,411
4511,1209772355.txt,6964,79,0,3710,158
4512,1200897498.txt,14021,209,1,7367,231
4513,1204495842.txt,31513,312,9,15499,486
4514,1211381323.txt,8724,57,2,3327,73
4515,1203239582.txt,7578,79,1,3684,136
4516,1202088465.txt,7638,73,0,3671,186
4517,1212962567.txt,7480,83,1,3424,131
4518,62295781.txt,10289,137,3,5241,228
4519,1211381256.txt,7016,63,2,2864,67
4520,1200185439.txt,29191,235,3,12154,353
4521,1209875694.txt,13710,151,1,7105,291
4522,59265137.txt,16656,170,0,8209,266
4523,1213176864.txt,22683,200,21,12116,375
4524,1200810179.txt,9220,111,1,4949,212
4525,59235987.txt,4029,40,1,2092,92
4526,1205021797.txt,11938,115,1,5055,193
4527,1200643871.txt,5070,61,0,2800,114
4528,1202163979.txt,10637,160,0,5648,233
4529,59364040.txt,6860,97,3,3625,143
4530,1202245434.txt,7417,93,1,3974,175
4531,1213261868.txt,0,0,0,0,0
4532,62314385.txt,7391,85,0,3964,180
4533,1209722306.txt,6756,100,1,3518,132
4534,63669689.txt,12768,128,4,6487,229
4535,64035570.txt,0,0,0,0,0
4536,1207474267.txt,5989,88,1,3122,137
4537,1204622632.txt,5448,70,1,2911,107
4538,1204825352.txt,12751,154,0,6569,252
4539,1206167078.txt,18255,214,6,9629,385
4540,62305497.txt,33646,369,5,16971,710
4541,50365381.txt,6852,90,2,3516,164
4542,1203378647.txt,12879,184,1,6893,291
4543,1204476665.txt,9361,111,3,4943,173
4544,1203164536.txt,28776,309,9,13645,512
4545,1209793125.txt,67147,820,25,36920,1410
4546,1204668433.txt,10836,149,4,5570,223
4547,62197070.txt,6052,66,1,3400,159
4548,51787742.txt,8720,124,2,4513,242
4549,1209740391.txt,29474,342,7,15060,523
4550,1200918424.txt,23372,270,6,10850,441
4551,1209710982.txt,7286,78,5,3603,133
4552,1204514842.txt,14954,133,4,8085,297
4553,1209649805.txt,6060,57,3,3291,120
4554,1203429037.txt,18702,145,2,8510,313
4555,1207387261.txt,18185,174,0,8083,247
4556,1205968309.txt,7279,74,0,3506,111
4557,1205969287.txt,15350,174,3,7989,271
4558,1209490061.txt,5838,54,0,2969,128
4559,1212686889.txt,16148,147,6,7854,312
4560,1207392522.txt,452,4,0,204,6
4561,1207474782.txt,16918,162,1,8405,312
4562,1213131072.txt,23736,251,2,11511,445
4563,62384151.txt,9999,115,2,5389,205
4564,1213253188.txt,7165,72,5,3373,107
4565,1211381261.txt,7266,68,1,2891,65
4566,1209630278.txt,7430,60,0,3645,98
4567,1209758179.txt,7701,92,2,4036,173
4568,1202157581.txt,17810,175,2,8831,342
4569,1206348525.txt,0,0,0,0,0
4570,1207599207.txt,10550,120,2,5372,187
4571,1200765840.txt,16284,142,2,7907,295
4572,1202231284.txt,11551,157,3,6351,258
4573,1203224742.txt,14000,132,1,6104,252
4574,1207552504.txt,14185,123,1,6530,239
4575,1209417289.txt,7424,64,4,3414,124
4576,1204406919.txt,4984,59,2,2682,91
4577,1209853761.txt,4709,53,0,2487,120
4578,1204829378.txt,39744,455,3,19806,871
4579,63723683.txt,31143,274,5,12973,456
4580,1202164440.txt,6485,71,2,3017,123
4581,1206080390.txt,0,0,0,0,0
4582,1207468525.txt,8343,94,1,4443,194
4583,1205943899.txt,35938,245,2,14939,401
4584,57716043.txt,5190,62,1,2816,108
4585,1207389821.txt,10748,192,1,5769,222
4586,1206060485.txt,14485,144,4,6312,286
4587,1200773720.txt,6854,56,3,3329,148
4588,1202366216.txt,57261,571,22,28337,1005
4589,1203677328.txt,3030,25,3,1632,81
4590,1202641801.txt,28446,162,6,11574,287
4591,1213250045.txt,13790,105,1,5394,272
4592,57700503.txt,3494,35,0,1843,107
4593,1212740956.txt,128723,0,0,21608,2008
4594,1205081504.txt,12293,115,5,6298,268
4595,1205918691.txt,10849,84,1,4725,188
4596,50684582.txt,3291,41,0,1658,66
4597,60730771.txt,5608,72,1,2996,135
4598,63720482.txt,8298,77,3,4132,170
4599,1207436261.txt,37189,418,3,19420,674
4600,1212754714.txt,42459,491,11,21566,691
4601,57649186.txt,7600,122,1,4074,155
4602,1204464136.txt,12424,119,0,5981,224
4603,1202111555.txt,4841,58,3,2519,91
4604,1209858768.txt,32722,295,1,16560,429
4605,1209808068.txt,18558,157,6,9353,412
4606,62298586.txt,26718,219,4,11903,409
4607,1206137152.txt,42604,431,4,21421,653
4608,1207418289.txt,0,0,0,0,0
4609,1203417260.txt,7493,69,0,3998,181
4610,1202164488.txt,16768,173,1,8321,306
4611,51493698.txt,5741,66,2,3120,145
4612,1202269457.txt,20263,158,3,8333,339
4613,1205963691.txt,8841,133,0,4629,177
4614,1212940751.txt,6496,65,0,3010,98
4615,1201497269.txt,29206,146,1,11366,263
4616,62271449.txt,7108,92,1,3982,158
4617,1204527835.txt,33918,434,12,17357,665
4618,1209411099.txt,38707,405,6,19928,685
4619,63748363.txt,6085,70,2,3202,145
4620,1204506319.txt,9318,114,0,4633,169
4621,63926408.txt,6166,72,0,3346,128
4622,1209417907.txt,19694,182,1,9750,282
4623,1209763630.txt,8764,56,2,3331,72
4624,1205842234.txt,0,0,0,0,0
4625,1212750611.txt,15216,159,5,6567,214
4626,60913442.txt,4081,51,0,2035,86
4627,57813514.txt,20044,220,6,9409,459
4628,1213248492.txt,18308,239,2,10016,420
4629,63853410.txt,11942,121,4,5614,207
4630,1205893202.txt,13552,116,2,6431,205
4631,1207654931.txt,8436,98,1,4131,166
4632,1213269338.txt,44931,392,4,21710,716
4633,1207684773.txt,0,0,0,0,0
4634,1202256892.txt,50217,667,11,24251,650
4635,1213267942.txt,54178,384,5,26253,737
4636,1205899844.txt,10585,128,3,5651,189
4637,63709091.txt,6628,95,0,3573,162
4638,63828507.txt,5268,61,1,2831,120
4639,62214997.txt,6818,86,0,3307,139
4640,1213025491.txt,23244,258,3,11431,447
4641,60863484.txt,5485,71,2,3018,137
4642,1202089587.txt,4403,56,1,2453,81
4643,1212711955.txt,24523,319,3,11754,343
4644,59406859.txt,5319,54,2,2853,115
4645,1204628244.txt,13515,139,0,6213,266
4646,1202099194.txt,9314,99,6,4827,175
4647,1207685677.txt,10229,90,5,5265,222
4648,57742202.txt,7076,84,1,3549,124
4649,1213217896.txt,52802,515,6,24924,766
4650,1207451404.txt,24456,222,8,10951,284
4651,63693797.txt,6164,69,1,3489,162
4652,1204587555.txt,11515,95,0,5010,194
4653,1213160671.txt,10601,80,0,3777,153
4654,1205965816.txt,10290,95,2,5100,195
4655,1206068862.txt,94251,201,0,22037,813
4656,1200695742.txt,27903,250,7,14568,519
4657,1203164444.txt,28776,309,9,13645,512
4658,1203195253.txt,8477,103,2,4442,166
4659,1202041239.txt,31851,299,7,16016,471
4660,1207417393.txt,0,0,0,0,0
4661,1202007487.txt,12906,115,1,5473,153
4662,62385223.txt,4494,53,1,2433,104
4663,1213134052.txt,7119,85,0,3782,143
4664,1202115903.txt,5660,68,3,2947,112
4665,1205897729.txt,0,0,0,0,0
4666,59229708.txt,11770,125,4,4932,192
4667,1207395048.txt,8650,106,1,4470,197
4668,1213126009.txt,10892,131,1,5709,215
